"","X1","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel","gameID","abID","orderID","typeres"
"342",9716,"FF",2020-10-07,92.8,1.52,6.26,"Clayton Kershaw",592518,477132,"strikeout","swinging_strike",NA,NA,NA,NA,3,"Manny Machado strikes out swinging.","D","R","L","LAD","SD","S","2","null",1,2,2020,-0.12,1.67,0.38,3.2,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,605131,NA,"null",-2.62711308731992,-135.007244598051,-5.63357187832463,-0.897732130049407,31.030657002345,-10.7746451580489,3.77,1.76,NA,NA,NA,92.3,2518,6.1,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.52,"null","null","0.00","1","0","0","null",2,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",0,"2020-10-07 SD LAD",93,4,"FF,SW"
"343",9723,"FF",2020-10-07,92.8,1.7,6.11,"Clayton Kershaw",543333,477132,NA,"swinging_strike",NA,NA,NA,NA,8,"null","D","L","L","LAD","SD","S","null","null",0,0,2020,0.01,1.82,0.25,2.21,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605131,NA,"null",-3.73060287122225,-134.864200104839,-8.10910604691054,0.960614301522869,31.3242442040673,-8.4441866101525,3.73,1.78,NA,NA,NA,92.5,2499,6.4,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.7,"null","null","null","null","null","null","null",3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Strategic",0,"2020-10-07 SD LAD",94,5,"FF,SW"
"344",9724,"FF",2020-10-07,92.4,1.68,6.14,"Clayton Kershaw",543333,477132,NA,"called_strike",NA,NA,NA,NA,14,"null","D","L","L","LAD","SD","S","null","null",0,1,2020,0.17,1.66,0.98,2.16,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605131,NA,"null",-2.14314693725176,-134.312704252624,-7.92930674872624,2.53127295366148,30.603329447823,-10.5821648509156,3.73,1.82,NA,NA,NA,92.4,2357,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.68,"null","null","null","null","null","null","null",3,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Strategic",0,"2020-10-07 SD LAD",94,5,"FF,CS"
"345",9731,"SL",2020-10-07,89.9,1.57,6.2,"Clayton Kershaw",543333,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","L","L","LAD","SD","B","null","null",0,2,2020,-0.5,0.83,-1.92,1.4,NA,NA,NA,2,1,"Top",NA,NA,NA,NA,605131,NA,"null",-7.57283271146105,-130.630887835803,-7.6580462014469,-4.07972537032427,27.6748294082186,-21.2515403443757,3.77,1.81,NA,NA,NA,89.7,2657,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.57,"null","null","null","null","null","null","null",3,3,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic",0,"2020-10-07 SD LAD",94,5,"SL,B"
"346",9732,"SL",2020-10-07,89.6,1.6,6.22,"Clayton Kershaw",543333,477132,"field_out","hit_into_play",NA,NA,NA,NA,13,"Eric Hosmer grounds out to first baseman Max Muncy.","D","L","L","LAD","SD","X","3","ground_ball",1,2,2020,-0.56,0.61,-0.47,1.61,NA,NA,NA,2,1,"Top",156.37,160.39,NA,NA,605131,NA,"null",-3.98509451393934,-130.399644909353,-6.77247458176729,-5.59089403820116,27.5932576841477,-23.9610067173234,3.73,1.78,4,81,-39,91.1,2670,7.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.6,"0.071","0.064","0.00","1","0","0","2",3,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic",0,"2020-10-07 SD LAD",94,5,"SL,SW"
"347",9797,"FF",2020-10-07,91.8,1.6,6.25,"Clayton Kershaw",502054,477132,"single","hit_into_play_no_out",NA,NA,NA,NA,7,"Tommy Pham singles on a line drive to right fielder Mookie Betts.","D","R","L","LAD","SD","X","9","line_drive",0,0,2020,-0.09,1.74,-0.59,1.98,NA,NA,NA,0,2,"Top",174.75,135.62,NA,NA,605131,NA,"null",-5.37296390071934,-133.393578329507,-8.73782450048482,0.105297864733858,28.3607250260864,-9.75917995363523,3.44,1.63,156,60.5,22,92.1,2484,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.6,"0.493","0.444","0.90","1","1","0","4",8,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",95,6,"FF,SW"
"348",9802,"SL",2020-10-07,89.1,1.16,6.3,"Clayton Kershaw",571976,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","R","L","LAD","SD","B","null","null",0,0,2020,-0.41,0.83,-0.06,0.79,NA,NA,502054,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-2.12915785417789,-129.506212997317,-9.21442204495326,-4.10143361543673,27.8438248077598,-21.0319978173939,3.12,1.38,NA,NA,NA,88.8,2684,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.16,"null","null","null","null","null","null","null",9,1,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",96,7,"SL,B"
"349",9804,"FF",2020-10-07,92.1,1.35,6.27,"Clayton Kershaw",571976,477132,NA,"ball",NA,NA,NA,NA,14,"null","D","R","L","LAD","SD","B","null","null",1,0,2020,0.16,1.77,0.83,1.43,NA,NA,502054,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-1.67114538749294,-133.815152371321,-10.2814054720042,2.33375554083318,29.6516377414548,-8.82910144308245,3.23,1.66,NA,NA,NA,92,2506,6.4,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.35,"null","null","null","null","null","null","null",9,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",96,7,"FF,B"
"350",9811,"SL",2020-10-07,90.4,1.19,6.3,"Clayton Kershaw",571976,477132,NA,"foul",NA,NA,NA,NA,1,"null","D","R","L","LAD","SD","S","null","null",2,0,2020,-0.31,1.1,-0.38,2.99,NA,NA,502054,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-3.24023630547431,-131.595307051041,-4.63882948641161,-2.92462616101472,29.0473244761778,-18.5857874436501,3.36,1.55,NA,NA,NA,90,2729,6.1,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.19,"null","null","null","null","null","null","null",9,3,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",96,7,"SL,SW"
"351",9812,"SL",2020-10-07,88.9,1.23,6.33,"Clayton Kershaw",571976,477132,NA,"swinging_strike",NA,NA,NA,NA,9,"null","D","R","L","LAD","SD","S","null","null",2,1,2020,0.25,0.96,0.6,1.91,NA,NA,502054,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-2.06587981500173,-129.351191882406,-6.82912697703018,3.22061664839784,26.7454908229193,-20.145468566587,3.36,1.55,NA,NA,NA,88.9,2623,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.23,"null","null","null","null","null","null","null",9,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",96,7,"SL,SW"
"352",9819,"SL",2020-10-07,89.4,1.2,6.3,"Clayton Kershaw",571976,477132,"double","hit_into_play_score",NA,NA,NA,NA,8,"Wil Myers doubles (1) on a sharp line drive to center fielder Cody Bellinger.   Tommy Pham scores.","D","R","L","LAD","SD","X","8","line_drive",2,2,2020,0.13,0.84,0.16,1.72,NA,NA,502054,0,2,"Top",157.22,44.39,NA,NA,605131,NA,"null",-2.81137750583644,-130.088840161965,-7.0085300171715,2.05063884143697,26.6775666750677,-21.4204068503259,3.36,1.55,338,100.9,16,88.9,2583,5.9,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.2,"0.614","0.583","1.25","1","1","1","4",9,5,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",96,7,"SL,SW"
"353",9821,"FF",2020-10-07,93.6,1.39,6.24,"Clayton Kershaw",630105,477132,NA,"foul",NA,NA,NA,NA,12,"null","D","L","L","LAD","SD","S","null","null",0,0,2020,0,1.64,0.1,3.64,NA,571976,NA,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-3.34547878899259,-136.264503522909,-4.60286914835966,0.731422266837932,29.8758229736614,-10.9851998945151,3.46,1.58,NA,NA,NA,94,2456,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.39,"null","null","null","null","null","null","null",10,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Strategic",0,"2020-10-07 SD LAD",97,8,"FF,SW"
"354",9826,"FF",2020-10-07,92.9,1.32,6.28,"Clayton Kershaw",630105,477132,NA,"foul",NA,NA,NA,NA,12,"null","D","L","L","LAD","SD","S","null","null",0,1,2020,0.06,1.8,1.05,2.7,NA,571976,NA,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-0.813800158037094,-135.077466684994,-7.2629245419451,0.900479780335619,31.5013460303369,-8.78132243169791,3.46,1.58,175,63.4,49,92.5,2467,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.32,"null","null","null","null","null","null","null",10,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Strategic",0,"2020-10-07 SD LAD",97,8,"FF,SW"
"355",9828,"SL",2020-10-07,89.7,1.23,6.3,"Clayton Kershaw",630105,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","L","L","LAD","SD","B","null","null",0,2,2020,-0.25,0.81,-0.83,0.97,NA,571976,NA,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-4.50819608604019,-130.352026952624,-8.80982329512732,-1.92355087303042,27.1203199885628,-21.2506598458962,3.46,1.62,NA,NA,NA,88.9,2749,5.8,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.23,"null","null","null","null","null","null","null",10,3,"Slider",0,1,1,0,1,0,1,0,"Strategic","Strategic",0,"2020-10-07 SD LAD",97,8,"SL,B"
"356",9835,"FF",2020-10-07,92.9,1.23,6.3,"Clayton Kershaw",630105,477132,NA,"ball",NA,NA,NA,NA,12,"null","D","L","L","LAD","SD","B","null","null",1,2,2020,-0.17,1.66,0.62,4.12,NA,571976,NA,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-1.19307237362976,-135.311492006695,-3.41586125018269,-1.8307254015475,30.5919234862649,-11.300326591929,3.42,1.63,NA,NA,NA,92.9,2432,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.23,"null","null","null","null","null","null","null",10,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Strategic",0,"2020-10-07 SD LAD",97,8,"FF,B"
"357",9836,"SL",2020-10-07,89.3,1.4,6.14,"Clayton Kershaw",630105,477132,"strikeout","swinging_strike_blocked",NA,NA,NA,NA,13,"Jake Cronenworth strikes out swinging.","D","L","L","LAD","SD","S","2","null",2,2,2020,-0.17,0.77,-0.84,0.57,NA,571976,NA,0,2,"Top",NA,NA,NA,NA,605131,NA,"null",-5.17974539506665,-129.674292706888,-9.34261448251063,-0.87720043239385,26.8238103800347,-21.6875687797994,3.46,1.58,NA,NA,NA,89.6,2687,6.6,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.4,"null","null","0.00","1","0","0","null",10,5,"Slider",0,1,1,0,1,0,1,0,"Strategic","Strategic",0,"2020-10-07 SD LAD",97,8,"SL,SW"
"358",9843,"SL",2020-10-07,89.6,1.26,6.26,"Clayton Kershaw",595777,477132,NA,"swinging_strike_blocked",NA,NA,NA,NA,13,"null","D","R","L","LAD","SD","S","null","null",0,0,2020,-0.51,0.7,-0.67,0.61,NA,571976,NA,1,2,"Top",NA,NA,NA,NA,605131,NA,"null",-3.69112702175809,-130.134110582459,-9.39489665671144,-5.04113278302886,27.6703974033777,-22.465904559432,3.27,1.57,NA,NA,NA,89.5,2751,6.4,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.26,"null","null","null","null","null","null","null",11,1,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",98,9,"SL,SW"
"359",9844,"CU",2020-10-07,74.2,0.91,6.41,"Clayton Kershaw",595777,477132,"field_out","hit_into_play",NA,NA,NA,NA,12,"Jurickson Profar grounds out, pitcher Clayton Kershaw to first baseman Max Muncy.","D","R","L","LAD","SD","X","1","ground_ball",0,1,2020,-0.28,-1.35,0.84,2.69,NA,571976,NA,1,2,"Top",122,165.83,NA,NA,605131,NA,"null",0.357741064751061,-107.983589406217,2.05602194027934,-2.26477643657299,20.8045393760838,-43.2898640701845,3.27,1.57,11,87,-16,73.7,2446,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,0.91,"0.100","0.090","0.00","1","0","0","2",11,2,"Curveball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",98,9,"CU,SW"
"360",9851,"FF",2020-10-07,91.7,1.15,6.26,"Clayton Kershaw",543592,477132,NA,"called_strike",NA,NA,NA,NA,12,"null","D","R","L","LAD","SD","S","null","null",0,0,2020,-0.18,1.71,0.96,2.54,NA,571976,NA,2,2,"Top",NA,NA,NA,NA,605131,NA,"null",-0.0883744933725624,-133.383599765382,-7.20687071207407,-2.09886174712251,31.1837025930009,-10.4721182341012,3.36,1.49,NA,NA,NA,91.6,2477,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.15,"null","null","null","null","null","null","null",12,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",99,1,"FF,CS"
"361",9852,"SL",2020-10-07,89.4,1.26,6.28,"Clayton Kershaw",543592,477132,NA,"foul",NA,NA,NA,NA,4,"null","D","R","L","LAD","SD","S","null","null",0,1,2020,-0.43,0.87,-0.66,2.46,NA,571976,NA,2,2,"Top",NA,NA,NA,NA,605131,NA,"null",-3.81286113371246,-130.087996659576,-5.17537068525167,-4.02818608473238,29.2874437884235,-21.419762376111,3.34,1.55,58,88,1,89,2689,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.26,"null","null","null","null","null","null","null",12,2,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",99,1,"SL,SW"
"362",9859,"FF",2020-10-07,92.2,1.1,6.26,"Clayton Kershaw",543592,477132,NA,"foul",NA,NA,NA,NA,1,"null","D","R","L","LAD","SD","S","null","null",0,2,2020,-0.37,1.48,-0.73,2.81,NA,571976,NA,2,2,"Top",NA,NA,NA,NA,605131,NA,"null",-3.83917170262731,-134.075706193805,-6.08497591102453,-3.48752396634746,32.4989640807262,-13.2606177888948,3.34,1.55,86,65.4,78,91.7,2482,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.1,"null","null","null","null","null","null","null",12,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",99,1,"FF,SW"
"363",9860,"SL",2020-10-07,89.7,1.07,6.24,"Clayton Kershaw",543592,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","R","L","LAD","SD","B","null","null",0,2,2020,-0.64,0.69,-0.72,1.03,NA,571976,NA,2,2,"Top",NA,NA,NA,NA,605131,NA,"null",-3.09147018042795,-130.451246942177,-8.39150388939713,-6.64298550846757,26.9371851133732,-22.7289224421692,3.43,1.58,NA,NA,NA,90,2711,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.07,"null","null","null","null","null","null","null",12,4,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",99,1,"SL,B"
"364",9867,"CU",2020-10-07,73.7,0.79,6.42,"Clayton Kershaw",543592,477132,"strikeout","swinging_strike",NA,NA,NA,NA,9,"Austin Nola strikes out swinging.","D","R","L","LAD","SD","S","2","null",1,2,2020,-0.29,-1.35,0.7,1.57,NA,571976,NA,2,2,"Top",NA,NA,NA,NA,605131,NA,"null",0.316242573504178,-107.291036168064,-0.149715439940483,-2.31496180359696,20.6695513488071,-42.7485170559813,3.34,1.55,NA,NA,NA,73,2531,6,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,0.79,"null","null","0.00","1","0","0","null",12,5,"Curveball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",99,1,"CU,SW"
"365",9908,"FF",2020-10-07,92.4,1.61,6.2,"Clayton Kershaw",663757,477132,NA,"foul",NA,NA,NA,NA,7,"null","D","L","L","LAD","SD","S","null","null",0,0,2020,0,1.82,-0.67,2.14,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,605131,NA,"null",-5.8164001763877,-134.199959881404,-8.43737971562671,1.31077092791599,29.6499268030471,-8.4735154224414,3.52,1.72,312,91.8,40,92,2410,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.61,"null","null","null","null","null","null","null",16,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",100,2,"FF,SW"
"366",9915,"FF",2020-10-07,91,1.52,6.24,"Clayton Kershaw",663757,477132,"field_out","hit_into_play",NA,NA,NA,NA,5,"Trent Grisham flies out to center fielder Cody Bellinger.","D","L","L","LAD","SD","X","8","fly_ball",0,1,2020,0,1.76,0.25,2.56,NA,NA,NA,0,3,"Top",93.26,69.1,NA,NA,605131,NA,"null",-3.17893539975889,-132.319171959424,-7.0359436479929,0.752744250488658,30.5775035741461,-10.2334224152641,3.52,1.72,319,93.8,43,90.5,2570,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.52,"0.007","0.009","0.00","1","0","0","3",16,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",100,2,"FF,SW"
"367",9916,"FF",2020-10-07,92,1.44,6.21,"Clayton Kershaw",665487,477132,"field_out","hit_into_play",NA,NA,NA,NA,13,"Fernando Tatis Jr.  pops out to first baseman Max Muncy.","D","R","L","LAD","SD","X","3","popup",0,0,2020,0.04,1.76,-0.88,1.95,NA,NA,NA,1,3,"Top",167.58,155.05,NA,NA,605131,NA,"null",-5.96421476711454,-133.63399680482,-8.7241688243509,1.89711549250025,30.7432300807447,-9.40349765102705,3.57,1.68,148,65.8,63,91.5,2517,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.44,"0.014","0.014","0.00","1","0","0","3",17,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",101,3,"FF,SW"
"368",9923,"FF",2020-10-07,91.9,1.38,6.24,"Clayton Kershaw",592518,477132,NA,"called_strike",NA,NA,NA,NA,9,"null","D","R","L","LAD","SD","S","null","null",0,0,2020,0.04,1.78,0.45,1.63,NA,NA,NA,2,3,"Top",NA,NA,NA,NA,605131,NA,"null",-2.46036000085051,-133.42343588887,-9.61703379064889,1.07081530844322,31.7581389395496,-8.96495925744512,3.72,1.54,NA,NA,NA,91.5,2529,6.4,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.38,"null","null","null","null","null","null","null",18,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",102,4,"FF,CS"
"369",9924,"SL",2020-10-07,88.7,1.32,6.22,"Clayton Kershaw",592518,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","R","L","LAD","SD","B","null","null",0,1,2020,-0.41,0.87,-1.23,0.84,NA,NA,NA,2,3,"Top",NA,NA,NA,NA,605131,NA,"null",-5.39902066191482,-128.790437454596,-8.92619177478063,-3.41458205538307,26.957822490706,-20.7870524923521,3.67,1.76,NA,NA,NA,89,2690,6.6,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.32,"null","null","null","null","null","null","null",18,2,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",102,4,"SL,B"
"370",9930,"FF",2020-10-07,91.4,1.44,6.22,"Clayton Kershaw",592518,477132,NA,"foul",NA,NA,NA,NA,9,"null","D","R","L","LAD","SD","S","null","null",1,1,2020,-0.16,1.73,0.31,2.2,NA,NA,NA,2,3,"Top",NA,NA,NA,NA,605131,NA,"null",-2.52985280183459,-132.85817807784,-7.95795447964076,-1.25802492776524,30.8850745353536,-10.159544468564,3.77,1.76,NA,NA,NA,91.3,2556,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.44,"null","null","null","null","null","null","null",18,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard",0,"2020-10-07 SD LAD",102,4,"FF,SW"
"371",9932,"SL",2020-10-07,89.7,1.4,6.27,"Clayton Kershaw",592518,477132,"field_out","hit_into_play",NA,NA,NA,NA,13,"Manny Machado grounds out, third baseman Justin Turner to first baseman Max Muncy.","D","R","L","LAD","SD","X","5","ground_ball",1,2,2020,-0.5,0.93,-0.86,2.29,NA,NA,NA,2,3,"Top",85.2,152.49,NA,NA,605131,NA,"null",-4.49788831725107,-130.421111338498,-5.72460175422693,-4.65166025501379,30.0436230935201,-20.5562402626845,3.77,1.76,12,92.2,-12,88.8,2818,6,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.4,"0.121","0.109","0.00","1","0","0","2",18,4,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",0,"2020-10-07 SD LAD",102,4,"SL,SW"
"372",10003,"SL",2020-10-07,83.5,1.8,6.2,"Clayton Kershaw",543333,477132,NA,"called_strike",NA,NA,NA,NA,13,"null","D","L","L","LAD","SD","S","null","null",0,0,2020,-0.67,0.67,-0.71,1.66,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,605131,NA,"null",-4.5037541192521,-121.572404552952,-5.42471549242863,-5.88145742959363,22.1860188591672,-24.7155024364757,3.69,1.92,NA,NA,NA,84.3,2564,6.6,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.8,"null","null","null","null","null","null","null",26,1,"Slider",3,1,1,3,1,3,1,3,"Strategic","Standard",0,"2020-10-07 SD LAD",103,5,"SL,CS"
"373",10004,"FF",2020-10-07,90.5,1.63,6.21,"Clayton Kershaw",543333,477132,NA,"ball",NA,NA,NA,NA,14,"null","D","L","L","LAD","SD","B","null","null",0,1,2020,0.01,1.73,1.14,2.29,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,605131,NA,"null",-1.25545449882539,-131.669013801044,-7.53641821387647,0.418086076915377,28.3187750962547,-10.6693908030711,3.78,1.79,NA,NA,NA,90.5,2448,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.63,"null","null","null","null","null","null","null",26,2,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Strategic",0,"2020-10-07 SD LAD",103,5,"FF,B"
"374",10011,"CU",2020-10-07,74.8,1.22,6.39,"Clayton Kershaw",543333,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","L","L","LAD","SD","B","null","null",1,1,2020,-0.25,-1.39,0,1.04,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,605131,NA,"null",-2.08055328137998,-108.884268063843,-1.27436896991337,-1.50916647119734,22.1101572576877,-43.1276953456858,3.7,1.71,NA,NA,NA,74.2,2640,6.2,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.22,"null","null","null","null","null","null","null",26,3,"Curveball",3,1,1,3,1,3,1,3,"Strategic","Strategic",0,"2020-10-07 SD LAD",103,5,"CU,B"
"375",10012,"FF",2020-10-07,91.6,1.49,6.33,"Clayton Kershaw",543333,477132,NA,"foul",NA,NA,NA,NA,12,"null","D","L","L","LAD","SD","S","null","null",2,1,2020,-0.01,1.61,0.97,3.07,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,605131,NA,"null",-1.24143538885164,-133.393377881989,-5.69109025470942,0.114631722841952,29.5405643310505,-11.9989947902644,3.73,1.78,NA,NA,NA,89.4,2433,5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.49,"null","null","null","null","null","null","null",26,4,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard",0,"2020-10-07 SD LAD",103,5,"FF,SW"
"376",10019,"SL",2020-10-07,88.9,1.65,6.24,"Clayton Kershaw",543333,477132,NA,"ball",NA,NA,NA,NA,13,"null","D","L","L","LAD","SD","B","null","null",2,2,2020,-0.5,0.75,-0.82,0.25,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,605131,NA,"null",-4.9802975271853,-129.01924059952,-10.1525616049737,-4.5484994702927,27.0974498164214,-21.848467818004,3.73,1.85,NA,NA,NA,88.6,2746,6.3,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.65,"null","null","null","null","null","null","null",26,5,"Slider",3,1,1,3,1,3,1,3,"Infield shift","Standard",0,"2020-10-07 SD LAD",103,5,"SL,B"
"377",10020,"FF",2020-10-07,92.7,1.42,6.17,"Clayton Kershaw",543333,477132,"strikeout","swinging_strike",NA,NA,NA,NA,1,"Eric Hosmer strikes out swinging.","D","L","L","LAD","SD","S","2","null",3,2,2020,-0.06,1.77,-0.42,3.37,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,605131,NA,"null",-4.57249222560627,-134.795072464785,-5.20882500608061,0.289349507292051,30.9702262013799,-9.72924647517486,3.73,1.78,NA,NA,NA,92.8,2542,6.5,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.42,"null","null","0.00","1","0","0","null",26,6,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Infield shift","Strategic",0,"2020-10-07 SD LAD",103,5,"FF,SW"
"378",10027,"FF",2020-10-07,91.8,1.49,6.29,"Clayton Kershaw",502054,477132,NA,"swinging_strike",NA,NA,NA,NA,4,"null","D","R","L","LAD","SD","S","null","null",0,0,2020,-0.01,1.8,-0.33,2.67,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,605131,NA,"null",-4.45337265374616,-133.436815435136,-6.95502850878238,0.90448073308269,30.2234068452683,-9.42174692948546,3.44,1.63,NA,NA,NA,89,2546,4.7,635933,477132,605131,571970,621035,457759,608369,572041,641355,605141,1.49,"null","null","null","null","null","null","null",27,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Infield shift","Standard",0,"2020-10-07 SD LAD",104,6,"FF,SW"
